Umag,Bmag,Vmag,Imag,U-B,B-V,UV
17.386,15.784,13.969,11.969,1.602,1.815,4
17.134,15.532,13.697,11.679,1.602,1.835,4
17.538,15.936,14.42,12.83,1.602,1.516,4
17.826,16.224,14.777,13.407,1.602,1.447,4
18.054,16.451,14.939,13.44,1.603,1.512,0
18.113,16.51,14.984,13.511,1.603,1.526,4
17.285,15.682,14.036,12.549,1.603,1.646,0
17.722,16.119,14.383,12.805,1.603,1.736,0
18.106,16.503,15.135,13.509,1.603,1.368,0
17.41,15.805,14.232,12.584,1.605,1.573,0
17.92,16.315,14.627,13.11,1.605,1.688,0
18.222,16.617,15.129,13.642,1.605,1.488,4
18.222,16.617,15.28,13.798,1.605,1.337,4
18.434,16.829,15.309,13.889,1.605,1.52,4
18.951,17.346,15.774,14.015,1.605,1.572,4
16.68,15.075,13.231,99.999,1.605,1.844,4
17.214,15.608,13.976,11.807,1.606,1.632,4
18.198,16.592,14.964,13.472,1.606,1.628,4
18.527,16.921,15.279,13.734,1.606,1.642,0
17.845,16.238,14.886,13.479,1.607,1.352,0
18.63,17.023,15.382,13.978,1.607,1.641,0
18.17,16.563,15.13,13.677,1.607,1.433,0
16.476,14.868,13.263,11.828,1.608,1.605,0
17.421,15.813,14.241,12.622,1.608,1.572,0
16.904,15.296,13.536,9.932,1.608,1.76,4
18.091,16.483,15.044,13.506,1.608,1.439,0
18.413,16.805,17.276,13.901,1.608,-0.471,4
18.704,17.096,15.451,15.279,1.608,1.645,4
17.685,16.076,14.578,13.132,1.609,1.498,4
16.793,15.184,13.436,9.652,1.609,1.748,0
17.876,16.267,14.542,12.542,1.609,1.725,4
18.32,16.711,14.966,13.411,1.609,1.745,4
18.314,16.705,15.068,13.416,1.609,1.637,4
17.41,15.8,14.192,11.787,1.61,1.608,4
17.719,16.109,14.697,13.243,1.61,1.412,4
18.107,16.497,15.165,13.753,1.61,1.332,0
18.518,16.908,15.357,13.885,1.61,1.551,4
18.898,17.288,15.681,14.056,1.61,1.607,4
16.652,15.042,13.251,9.596,1.61,1.791,4
18.283,16.673,15.289,13.831,1.61,1.384,4
17.932,16.321,14.778,13.484,1.611,1.543,0
17.463,15.852,14.28,12.944,1.611,1.572,0
18.364,16.753,15.17,13.564,1.611,1.583,0
15.734,14.123,12.803,99.999,1.611,1.32,4
18.268,16.656,15.097,13.585,1.612,1.559,0
17.646,16.033,14.482,12.92,1.613,1.551,0
17.69,16.077,14.626,13.187,1.613,1.451,4
18.14,16.527,14.855,13.481,1.613,1.672,4
18.254,16.641,15.106,13.653,1.613,1.535,0
17.525,15.911,14.054,11.769,1.614,1.857,4
17.135,15.521,13.939,12.439,1.614,1.582,3
17.893,16.279,14.694,13.192,1.614,1.585,0
17.786,16.172,14.763,13.311,1.614,1.409,0
17.088,15.474,13.864,99.999,1.614,1.61,4
18.112,16.497,15.021,13.624,1.615,1.476,0
17.597,15.982,14.345,12.651,1.615,1.637,0
18.42,16.805,15.18,13.618,1.615,1.625,0
17.7,16.084,14.647,12.898,1.616,1.437,0
17.704,16.088,14.553,13.15,1.616,1.535,4
18.088,16.472,14.901,13.322,1.616,1.571,4
18.604,16.988,15.407,13.753,1.616,1.581,4
18.986,17.37,15.715,14.053,1.616,1.655,4
18.089,16.472,14.938,13.454,1.617,1.534,0
17.483,15.866,14.44,11.875,1.617,1.426,2
17.939,16.322,14.92,13.37,1.617,1.402,4
18.587,16.97,15.326,13.667,1.617,1.644,4
18.236,16.619,15.09,13.67,1.617,1.529,4
18.263,16.646,15.354,13.697,1.617,1.292,4
18.427,16.81,15.305,13.809,1.617,1.505,4
18.028,16.41,14.6,12.939,1.618,1.81,4
17.673,16.055,14.448,13.16,1.618,1.607,0
17.183,15.565,14.052,12.032,1.618,1.513,4
17.359,15.741,13.879,10.53,1.618,1.862,3
17.73,16.112,14.503,13.027,1.618,1.609,4
18.321,16.703,15.182,13.61,1.618,1.521,4
16.583,14.964,13.146,99.999,1.619,1.818,0
17.919,16.3,14.843,13.524,1.619,1.457,0
18.133,16.514,14.937,13.576,1.619,1.577,4
18.249,16.63,15.041,13.598,1.619,1.589,4
18.286,16.667,15.158,13.74,1.619,1.509,0
18.517,16.898,15.27,13.789,1.619,1.628,4
18.343,16.724,15.172,13.829,1.619,1.552,4
18.522,16.903,15.369,13.975,1.619,1.534,0
16.803,15.184,13.446,99.999,1.619,1.738,4
17.981,16.362,15.008,13.653,1.619,1.354,4
18.516,16.896,15.241,13.921,1.62,1.655,0
17.074,15.454,13.867,11.557,1.62,1.587,4
17.198,15.578,13.733,12.047,1.62,1.845,4
18.359,16.739,15.193,13.758,1.62,1.546,4
18.337,16.717,15.224,13.814,1.62,1.493,4
17.232,15.611,14.004,12.405,1.621,1.607,4
17.851,16.23,14.422,12.411,1.621,1.808,4
18.048,16.427,14.887,13.322,1.621,1.54,4
17.998,16.377,14.864,13.369,1.621,1.513,4
17.699,16.077,14.048,10.703,1.622,2.029,4
17.934,16.312,14.81,13.332,1.622,1.502,0
18.008,16.385,14.84,13.345,1.623,1.545,4
18.77,17.147,15.533,14.036,1.623,1.614,4
18.031,16.407,14.562,12.815,1.624,1.845,4
17.491,15.867,14.239,12.84,1.624,1.628,4
18.23,16.606,15.038,13.479,1.624,1.568,0
18.682,17.058,15.512,13.927,1.624,1.546,4
16.873,15.249,13.457,99.999,1.624,1.792,4
18.347,16.723,15.134,13.51,1.624,1.589,4
16.586,14.961,13.183,11.221,1.625,1.778,0
17.569,15.944,14.267,12.467,1.625,1.677,4
17.387,15.762,14.183,11.307,1.625,1.579,4
17.657,16.032,14.325,12.58,1.625,1.707,4
17.857,16.232,14.387,12.702,1.625,1.845,0
18.12,16.495,14.898,13.281,1.625,1.597,4
18.05,16.425,14.873,13.399,1.625,1.552,0
18.369,16.744,15.104,13.44,1.625,1.64,0
18.306,16.681,15.233,14.101,1.625,1.448,0
19.606,17.981,16.336,14.611,1.625,1.645,0
17.801,16.175,14.57,12.217,1.626,1.605,4
17.708,16.082,14.48,12.84,1.626,1.602,0
16.99,15.364,13.528,99.999,1.626,1.836,4
17.267,15.641,14.087,11.824,1.626,1.554,4
17.725,16.099,14.573,13.257,1.626,1.526,0
18.084,16.458,15.037,13.458,1.626,1.421,0
17.929,16.302,14.524,12.709,1.627,1.778,4
18.496,16.869,15.397,13.955,1.627,1.472,4
17.608,15.981,14.481,12.935,1.627,1.5,4
18.533,16.906,15.372,13.893,1.627,1.534,4
17.951,16.323,14.849,13.429,1.628,1.474,4
18.147,16.519,15.179,13.667,1.628,1.34,0
18.422,16.794,15.282,13.849,1.628,1.512,4
17.24,15.611,14.021,11.539,1.629,1.59,4
17.953,16.324,14.918,13.43,1.629,1.406,4
17.062,15.433,13.907,10.982,1.629,1.526,4
16.693,15.064,13.266,11.35,1.629,1.798,4
17.996,16.366,14.742,13.306,1.63,1.624,4
18.188,16.558,14.941,13.733,1.63,1.617,4
18.668,17.038,15.391,14.005,1.63,1.647,2
17.51,15.88,14.318,12.093,1.63,1.562,4
17.599,15.969,14.29,12.722,1.63,1.679,4
17.478,15.848,14.378,12.812,1.63,1.47,2
17.43,15.799,14.313,12.637,1.631,1.486,0
18.011,16.38,15.08,13.644,1.631,1.3,0
18.69,17.059,15.364,13.771,1.631,1.695,0
17.1,15.469,13.676,10.525,1.631,1.793,0
16.874,15.242,13.561,99.999,1.632,1.681,4
17.529,15.897,14.136,12.182,1.632,1.761,0
17.535,15.903,14.242,12.987,1.632,1.661,4
18.375,16.743,15.157,13.445,1.632,1.586,4
18.245,16.613,15.16,13.885,1.632,1.453,4
17.816,16.183,14.629,12.89,1.633,1.554,4
17.981,16.348,14.79,12.899,1.633,1.558,4
18.071,16.438,14.828,13.171,1.633,1.61,4
18.885,17.252,15.694,14.088,1.633,1.558,4
17.663,16.029,14.362,12.771,1.634,1.667,4
17.976,16.342,14.661,13.198,1.634,1.681,4
18.178,16.544,15.012,13.504,1.634,1.532,2
17.342,15.707,14.116,12.66,1.635,1.591,0
17.592,15.957,14.379,12.812,1.635,1.578,4
16.232,14.597,15.326,9.391,1.635,-0.729,4
18.193,16.558,14.886,13.226,1.635,1.672,4
18.195,16.56,14.915,13.446,1.635,1.645,4
17.974,16.339,14.892,13.498,1.635,1.447,0
17.891,16.255,14.832,13.346,1.636,1.423,4
18.741,17.105,15.381,13.739,1.636,1.724,4
18.247,16.611,15.151,13.819,1.636,1.46,4
18.612,16.976,15.547,13.993,1.636,1.429,4
19.085,17.449,16.105,14.012,1.636,1.344,4
18.03,16.394,14.794,13.246,1.636,1.6,3
18.208,16.571,14.796,13.294,1.637,1.775,4
17.555,15.918,14.233,12.745,1.637,1.685,4
17.974,16.337,14.726,13.104,1.637,1.611,4
18.23,16.592,14.973,13.564,1.638,1.619,4
17.197,15.558,13.835,10.686,1.639,1.723,4
17.71,16.071,14.568,13.019,1.639,1.503,4
18.086,16.447,14.818,13.276,1.639,1.629,4
18.291,16.652,15.019,13.427,1.639,1.633,4
18.049,16.41,14.879,13.486,1.639,1.531,4
18.543,16.904,15.231,13.716,1.639,1.673,0
17.935,16.295,14.497,12.7,1.64,1.798,4
17.827,16.187,14.58,12.978,1.64,1.607,4
18.11,16.47,14.921,13.578,1.64,1.549,4
16.678,15.038,13.328,99.999,1.64,1.71,4
18.003,16.362,14.628,12.833,1.641,1.734,3
17.678,16.037,14.471,12.849,1.641,1.566,4
17.951,16.31,14.716,13.219,1.641,1.594,4
18.774,17.133,15.55,13.946,1.641,1.583,0
17.893,16.251,14.585,12.921,1.642,1.666,4
17.89,16.248,14.516,12.976,1.642,1.732,4
18.089,16.447,14.926,13.5,1.642,1.521,4
18.364,16.722,15.215,13.744,1.642,1.507,4
18.393,16.751,15.205,13.883,1.642,1.546,0
17.492,15.85,14.234,12.662,1.642,1.616,4
17.647,16.004,14.563,12.878,1.643,1.441,0
17.29,15.647,14.043,12.622,1.643,1.604,4
17.69,16.047,14.714,13.087,1.643,1.333,4
18.291,16.648,15.208,13.728,1.643,1.44,4
18.254,16.611,15.144,13.752,1.643,1.467,4
17.691,16.047,14.295,12.62,1.644,1.752,4
18.156,16.512,14.894,13.385,1.644,1.618,4
18.235,16.591,15.051,13.745,1.644,1.54,0
16.512,14.868,12.896,11.01,1.644,1.972,4
17.759,16.115,14.141,11.878,1.644,1.974,4
16.857,15.212,13.66,10.377,1.645,1.552,4
17.703,16.058,14.412,11.974,1.645,1.646,4
17.992,16.347,14.723,13.272,1.645,1.624,4
19.762,18.117,16.297,14.198,1.645,1.82,0
19.409,17.763,15.973,14.119,1.646,1.79,4
17.857,16.211,14.449,11.068,1.646,1.762,0
17.745,16.099,14.525,12.97,1.646,1.574,4
18.508,16.862,15.358,13.832,1.646,1.504,4
18.872,17.226,15.605,14.073,1.646,1.621,0
16.643,14.997,13.165,99.999,1.646,1.832,1
17.009,15.363,13.702,99.999,1.646,1.661,4
18.179,16.532,15.031,13.773,1.647,1.501,0
17.951,16.304,14.673,12.923,1.647,1.631,4
17.317,15.669,14.059,12.459,1.648,1.61,4
18.223,16.575,15.136,13.682,1.648,1.439,0
18.031,16.382,14.965,13.291,1.649,1.417,4
18.133,16.484,14.933,13.45,1.649,1.551,4
17.58,15.931,14.057,12.35,1.649,1.874,4
16.723,15.074,13.066,99.999,1.649,2.008,0
16.733,15.084,13.386,9.971,1.649,1.698,4
17.003,15.354,13.496,11.107,1.649,1.858,0
17.791,16.142,14.585,13.286,1.649,1.557,0
18.166,16.517,14.778,13.389,1.649,1.739,4
18.254,16.605,15.084,13.563,1.649,1.521,4
16.909,15.259,13.408,99.999,1.65,1.851,4
18.234,16.584,15.137,13.721,1.65,1.447,4
18.357,16.706,15.232,13.645,1.651,1.474,2
18.418,16.767,15.148,13.74,1.651,1.619,4
18.468,16.817,15.264,13.819,1.651,1.553,4
17.306,15.655,14.1,12.581,1.651,1.555,4
18.292,16.641,15.138,13.934,1.651,1.503,4
18.092,16.44,14.928,13.555,1.652,1.512,0
18.339,16.687,15.122,13.7,1.652,1.565,4
18.409,16.757,15.289,13.892,1.652,1.468,4
17.285,15.633,13.863,10.321,1.652,1.77,4
17.138,15.486,13.536,10.868,1.652,1.95,4
17.936,16.284,14.708,13.367,1.652,1.576,0
18.087,16.435,14.908,13.446,1.652,1.527,4
16.226,14.573,12.695,9.849,1.653,1.878,1
17.878,16.225,14.488,11.854,1.653,1.737,4
17.679,16.026,14.497,13.033,1.653,1.529,4
17.756,16.103,14.586,13.153,1.653,1.517,4
17.686,16.033,14.687,13.228,1.653,1.346,4
18.139,16.486,14.947,13.469,1.653,1.539,0
18.514,16.861,15.054,13.524,1.653,1.807,4
18.142,16.489,15.014,13.668,1.653,1.475,0
18.253,16.6,15.276,13.859,1.653,1.324,4
17.128,15.475,14.225,12.622,1.653,1.25,4
17.726,16.072,14.515,13.018,1.654,1.557,0
17.985,16.331,14.757,13.274,1.654,1.574,4
18.005,16.351,14.807,13.319,1.654,1.544,0
18.432,16.778,15.267,13.725,1.654,1.511,4
17.938,16.283,14.733,14.241,1.655,1.55,4
17.357,15.702,14.052,12.392,1.655,1.65,0
17.826,16.17,14.496,12.719,1.656,1.674,4
18.191,16.535,14.956,13.778,1.656,1.579,0
16.413,14.757,13.001,11.104,1.656,1.756,3
17.538,15.882,14.271,11.809,1.656,1.611,4
17.885,16.229,14.55,12.927,1.656,1.679,0
17.856,16.2,14.625,99.999,1.656,1.575,4
17.142,15.485,13.545,11.375,1.657,1.94,3
17.728,16.071,14.392,12.84,1.657,1.679,4
17.784,16.127,14.626,13.233,1.657,1.501,4
18.13,16.473,14.934,13.521,1.657,1.539,4
17.516,15.858,14.206,12.644,1.658,1.652,4
16.984,15.326,13.446,11.657,1.658,1.88,0
17.321,15.663,13.976,12.277,1.658,1.687,4
17.324,15.666,14.086,12.432,1.658,1.58,4
18.132,16.474,14.847,13.094,1.658,1.627,4
16.473,14.814,12.936,11.064,1.659,1.878,4
17.724,16.065,14.44,12.766,1.659,1.625,0
18.062,16.403,14.903,13.372,1.659,1.5,4
17.83,16.17,14.422,12.66,1.66,1.748,3
18.056,16.396,14.783,13.136,1.66,1.613,4
18.203,16.543,15.108,13.823,1.66,1.435,4
18.651,16.991,15.471,14.028,1.66,1.52,4
17.031,15.37,13.715,11.54,1.661,1.655,0
17.647,15.985,14.331,12.868,1.662,1.654,0
17.845,16.183,14.535,12.901,1.662,1.648,4
17.66,15.998,14.389,12.687,1.662,1.609,2
17.436,15.774,14.142,99.999,1.662,1.632,2
17.438,15.775,14.038,12.049,1.663,1.737,4
17.162,15.499,13.844,12.106,1.663,1.655,4
17.844,16.181,14.618,12.997,1.663,1.563,3
17.186,15.523,14.224,99.999,1.663,1.299,4
18.136,16.472,14.855,12.008,1.664,1.617,4
17.715,16.051,14.514,12.981,1.664,1.537,4
17.96,16.296,14.636,12.989,1.664,1.66,4
19.071,17.407,15.656,13.98,1.664,1.751,4
18.174,16.509,14.798,13.247,1.665,1.711,0
18.441,16.776,15.066,13.407,1.665,1.71,4
17.964,16.299,14.802,13.411,1.665,1.497,4
18.366,16.701,15.182,13.55,1.665,1.519,4
18.535,16.87,15.217,13.632,1.665,1.653,4
16.923,15.257,13.555,11.801,1.666,1.702,1
17.594,15.928,14.307,12.725,1.666,1.621,0
18.035,16.369,14.549,12.807,1.666,1.82,4
17.778,16.112,14.486,13.085,1.666,1.626,4
18.45,16.784,15.107,13.416,1.666,1.677,0
17.914,16.248,14.939,13.552,1.666,1.309,0
18.501,16.835,15.2,13.695,1.666,1.635,0
18.378,16.712,15.342,13.936,1.666,1.37,4
17.744,16.077,14.398,12.759,1.667,1.679,4
17.758,16.091,14.479,12.931,1.667,1.612,4
18.02,16.353,14.718,13.461,1.667,1.635,4
16.787,15.12,13.294,11.245,1.667,1.826,4
16.854,15.187,13.382,99.999,1.667,1.805,4
17.21,15.543,13.676,11.833,1.667,1.867,0
17.742,16.075,14.531,13.022,1.667,1.544,4
17.986,16.318,14.689,12.497,1.668,1.629,4
17.928,16.26,14.701,13.155,1.668,1.559,4
18.49,16.822,15.35,13.868,1.668,1.472,3
18.417,16.749,15.042,13.531,1.668,1.707,4
16.674,15.005,13.205,9.515,1.669,1.8,4
17.49,15.821,14.395,12.911,1.669,1.426,4
18.388,16.719,15.161,13.527,1.669,1.558,0
16.103,14.434,12.546,10.781,1.669,1.888,4
17.148,15.478,13.733,12.091,1.67,1.745,4
17.149,15.479,13.631,10.149,1.67,1.848,4
17.347,15.677,13.817,11.924,1.67,1.86,4
17.28,15.61,14.167,12.821,1.67,1.443,4
17.777,16.107,14.48,12.837,1.67,1.627,4
18.248,16.578,15.039,13.71,1.67,1.539,0
18.329,16.658,15.224,13.606,1.671,1.434,0
18.558,16.887,15.442,13.912,1.671,1.445,4
16.343,14.672,12.843,99.999,1.671,1.829,4
17.07,15.399,13.793,11.308,1.671,1.606,4
18.077,16.406,14.763,13.498,1.671,1.643,4
18.336,16.664,15.208,13.677,1.672,1.456,0
17.319,15.647,13.956,11.469,1.672,1.691,1
16.91,15.238,13.51,10.339,1.672,1.728,4
17.414,15.742,14.095,12.431,1.672,1.647,4
17.692,16.02,14.284,12.675,1.672,1.736,4
18.538,16.866,15.252,13.509,1.672,1.614,4
18.192,16.52,14.989,13.516,1.672,1.531,4
18.709,17.037,15.484,13.952,1.672,1.553,4
18.514,16.842,15.416,14.585,1.672,1.426,0
17.863,16.19,14.562,13.051,1.673,1.628,0
17.213,15.54,13.802,12.2,1.673,1.738,4
18.202,16.529,15.005,13.477,1.673,1.524,0
18.306,16.633,15.299,13.784,1.673,1.334,4
17.968,16.294,14.885,13.254,1.674,1.409,4
18.207,16.533,14.91,13.302,1.674,1.623,4
17.095,15.42,13.654,12.006,1.675,1.766,4
18.012,16.337,14.739,13.201,1.675,1.598,4
18.175,16.5,14.969,13.505,1.675,1.531,4
18.535,16.86,15.251,13.698,1.675,1.609,4
17.063,15.387,13.696,99.999,1.676,1.691,4
17.282,15.606,13.986,12.294,1.676,1.62,4
17.652,15.976,14.471,12.816,1.676,1.505,0
17.556,15.88,14.405,13.147,1.676,1.475,0
17.563,15.886,14.19,12.511,1.677,1.696,0
17.595,15.918,14.304,12.908,1.677,1.614,0
18.476,16.799,15.303,13.91,1.677,1.496,4
19.123,17.446,15.89,14.2,1.677,1.556,4
16.663,14.986,13.196,99.999,1.677,1.79,4
17.967,16.289,14.739,13.257,1.678,1.55,4
17.517,15.839,14.348,12.879,1.678,1.491,4
17.265,15.587,13.963,12.416,1.678,1.624,0
17.361,15.683,14.12,12.602,1.678,1.563,4
18.549,16.871,15.357,13.916,1.678,1.514,4
17.232,15.553,13.733,11.72,1.679,1.82,4
17.467,15.788,14.064,12.155,1.679,1.724,0
17.892,16.213,14.819,13.136,1.679,1.394,3
16.063,14.384,12.426,99.999,1.679,1.958,4
16.623,14.944,12.976,10.806,1.679,1.968,4
16.753,15.074,13.266,11.035,1.679,1.808,4
16.983,15.304,13.426,11.341,1.679,1.878,4
17.512,15.833,14.061,12.243,1.679,1.772,0
17.393,15.714,14.16,12.293,1.679,1.554,0
16.353,14.674,12.706,11.505,1.679,1.968,4
17.71,16.031,14.424,13.198,1.679,1.607,4
18.556,16.877,15.25,13.767,1.679,1.627,4
18.367,16.688,15.174,13.782,1.679,1.514,4
17.25,15.57,13.835,12.031,1.68,1.735,1
18.066,16.386,14.773,13.053,1.68,1.613,4
18.24,16.56,14.986,13.611,1.68,1.574,0
18.732,17.052,15.363,13.79,1.68,1.689,4
18.533,16.853,15.289,13.85,1.68,1.564,4
17.667,15.987,14.363,12.95,1.68,1.624,4
17.952,16.272,14.649,13.068,1.68,1.623,4
17.691,16.01,14.424,12.498,1.681,1.586,4
18.115,16.434,14.731,13.149,1.681,1.703,4
18.404,16.723,15.145,13.814,1.681,1.578,4
17.378,15.696,14.033,11.349,1.682,1.663,0
18.074,16.392,14.819,13.24,1.682,1.573,4
18.062,16.38,14.956,13.528,1.682,1.424,4
16.915,15.232,13.445,11.536,1.683,1.787,4
18.05,16.367,14.85,13.197,1.683,1.517,4
18.229,16.546,14.922,13.379,1.683,1.624,4
16.707,15.024,13.323,99.999,1.683,1.701,4
18.638,16.955,15.395,13.815,1.683,1.56,4
18.089,16.405,14.839,13.453,1.684,1.566,4
18.33,16.646,15.131,13.711,1.684,1.515,4
18.208,16.524,15.072,13.722,1.684,1.452,4
18.378,16.694,14.935,13.217,1.684,1.759,4
18.113,16.428,14.739,13.189,1.685,1.689,4
18.417,16.732,14.993,13.502,1.685,1.739,0
16.576,14.89,13.101,11.108,1.686,1.789,0
18.26,16.574,15.048,13.496,1.686,1.526,0
17.317,15.63,13.961,11.676,1.687,1.669,4
17.448,15.761,14.21,12.701,1.687,1.551,4
18.166,16.479,14.98,13.235,1.687,1.499,4
18.506,16.819,15.213,13.525,1.687,1.606,4
18.256,16.569,15.196,13.789,1.687,1.373,4
18.468,16.781,15.142,13.857,1.687,1.639,4
17.721,16.033,14.256,12.067,1.688,1.777,4
17.887,16.199,14.458,12.458,1.688,1.741,0
17.621,15.933,14.38,12.82,1.688,1.553,0
18.291,16.603,15.071,13.973,1.688,1.532,4
17.663,15.975,14.336,12.45,1.688,1.639,4
18.568,16.88,15.331,13.561,1.688,1.549,4
18.295,16.607,15.169,13.621,1.688,1.438,4
18.417,16.729,15.145,13.714,1.688,1.584,0
16.133,14.444,12.396,10.181,1.689,2.048,3
17.487,15.798,14.034,12.289,1.689,1.764,4
17.592,15.903,14.32,12.798,1.689,1.583,4
16.863,15.174,13.346,11.622,1.689,1.828,4
16.983,15.294,13.526,11.772,1.689,1.768,0
17.717,16.027,14.497,12.95,1.69,1.53,4
17.848,16.158,14.694,13.195,1.69,1.464,4
18.799,17.109,15.519,13.91,1.69,1.59,4
17.591,15.901,14.241,12.327,1.69,1.66,4
17.831,16.141,14.61,13.092,1.69,1.531,4
17.989,16.299,14.714,13.138,1.69,1.585,4
17.398,15.707,13.917,12.675,1.691,1.79,4
18.368,16.677,14.99,13.477,1.691,1.687,4
16.535,14.844,12.862,10.606,1.691,1.982,0
18.036,16.345,14.71,12.863,1.691,1.635,4
18.635,16.944,15.363,13.734,1.691,1.581,4
17.355,15.663,13.89,12.352,1.692,1.773,4
17.555,15.863,14.252,12.623,1.692,1.611,4
17.982,16.29,14.619,13.009,1.692,1.671,4
19.077,17.385,15.726,14.212,1.692,1.659,4
18.206,16.513,14.988,13.495,1.693,1.525,0
16.157,14.464,12.298,10.218,1.693,2.166,2
16.564,14.871,13.044,11.18,1.693,1.827,0
17.453,15.76,14.182,12.56,1.693,1.578,4
17.51,15.817,14.309,12.883,1.693,1.508,4
17.934,16.241,14.548,12.89,1.693,1.693,4
17.772,16.078,14.375,12.59,1.694,1.703,0
17.894,16.2,14.585,12.956,1.694,1.615,0
18.136,16.442,14.734,13.208,1.694,1.708,4
18.269,16.575,15.048,13.524,1.694,1.527,0
18.886,17.192,15.571,14.29,1.694,1.621,4
18.152,16.458,14.996,13.565,1.694,1.462,4
18.429,16.734,15.289,13.913,1.695,1.445,4
17.473,15.778,14.13,12.371,1.695,1.648,4
16.966,15.271,13.435,9.866,1.695,1.836,4
18.328,16.633,15.029,13.438,1.695,1.604,0
17.243,15.547,13.736,11.603,1.696,1.811,4
18.229,16.533,15.057,13.642,1.696,1.476,4
18.113,16.417,14.99,13.695,1.696,1.427,4
17.192,15.496,13.932,12.491,1.696,1.564,4
17.502,15.806,14.237,12.782,1.696,1.569,4
17.684,15.988,14.078,11.399,1.696,1.91,4
17.937,16.241,14.67,13.076,1.696,1.571,4
17.896,16.2,14.458,13.284,1.696,1.742,4
18.057,16.36,14.843,13.374,1.697,1.517,0
18.208,16.511,15.021,13.436,1.697,1.49,4
17.611,15.914,14.261,12.378,1.697,1.653,4
17.013,15.316,13.601,99.999,1.697,1.715,4
18.109,16.412,14.851,13.295,1.697,1.561,4
17.946,16.249,14.819,13.309,1.697,1.43,4
18.231,16.534,15.255,13.791,1.697,1.279,4
17.048,15.35,13.75,10.911,1.698,1.6,4
17.96,16.262,14.657,13.055,1.698,1.605,4
18.227,16.529,14.893,13.226,1.698,1.636,4
18.521,16.823,15.023,13.541,1.698,1.8,0
18.229,16.53,14.989,13.549,1.699,1.541,4
18.479,16.78,15.188,13.639,1.699,1.592,4
17.931,16.232,14.726,13.3,1.699,1.506,4
18.221,16.522,14.884,13.325,1.699,1.638,4
18.12,16.421,14.818,13.435,1.699,1.603,4
18.229,16.529,14.908,13.17,1.7,1.621,0
15.824,14.124,12.091,99.999,1.7,2.033,4
17.187,15.487,13.864,99.999,1.7,1.623,0
18.825,17.124,15.364,12.601,1.701,1.76,4
17.661,15.96,14.271,12.75,1.701,1.689,4
17.73,16.029,14.516,12.752,1.701,1.513,4
18.052,16.351,14.743,13.319,1.701,1.608,4
18.17,16.469,15.034,13.813,1.701,1.435,4
18.053,16.35,14.734,13.24,1.703,1.616,4
18.211,16.508,15.121,13.642,1.703,1.387,0
18.471,16.768,15.16,13.643,1.703,1.608,0
18.423,16.72,15.316,14.059,1.703,1.404,4
18.385,16.682,15.164,13.73,1.703,1.518,4
17.776,16.072,14.556,12.679,1.704,1.516,0
17.998,16.294,14.648,13.099,1.704,1.646,0
18.379,16.675,15.198,13.643,1.704,1.477,0
18.505,16.801,15.209,13.732,1.704,1.592,4
18.483,16.779,15.339,13.771,1.704,1.44,4
17.522,15.817,14.18,12.343,1.705,1.637,4
18.569,16.864,15.194,13.545,1.705,1.67,4
18.776,17.071,15.503,13.955,1.705,1.568,0
18.527,16.822,15.145,13.404,1.705,1.677,4
17.581,15.875,14.332,12.813,1.706,1.543,4
17.973,16.267,14.742,13.208,1.706,1.525,4
18.949,17.243,15.465,13.737,1.706,1.778,0
16.842,15.135,13.394,11.767,1.707,1.741,0
17.113,15.406,13.85,99.999,1.707,1.556,4
18.062,16.355,14.833,13.3,1.707,1.522,4
18.065,16.358,14.934,13.496,1.707,1.424,4
18.276,16.569,15.045,13.616,1.707,1.524,0
18.386,16.679,15.02,13.75,1.707,1.659,4
18.452,16.745,15.178,13.8,1.707,1.567,0
18.337,16.629,15.116,13.675,1.708,1.513,4
17.244,15.536,13.7,11.533,1.708,1.836,4
17.622,15.914,14.1,12.195,1.708,1.814,4
17.163,15.454,13.626,11.331,1.709,1.828,4
18.068,16.359,14.882,13.324,1.709,1.477,4
18.18,16.471,14.95,13.385,1.709,1.521,4
18.528,16.819,15.252,13.693,1.709,1.567,4
18.159,16.449,14.775,13.145,1.71,1.674,0
18.47,16.76,15.286,13.75,1.71,1.474,0
18.18,16.47,14.916,13.306,1.71,1.554,4
18.474,16.764,15.142,13.578,1.71,1.622,0
18.168,16.458,15.071,13.627,1.71,1.387,0
18.241,16.53,14.943,13.438,1.711,1.587,4
17.919,16.208,14.707,13.334,1.711,1.501,0
18.335,16.624,15.109,13.8,1.711,1.515,4
18.18,16.468,14.864,13.624,1.712,1.604,0
18.123,16.411,15.094,13.718,1.712,1.317,4
18.441,16.729,15.031,13.746,1.712,1.698,0
18.255,16.543,15.099,13.748,1.712,1.444,0
18.745,17.033,15.338,13.77,1.712,1.695,4
19.124,17.412,15.701,14.089,1.712,1.711,4
18.455,16.742,15.128,13.567,1.713,1.614,4
17.463,15.75,14.044,12.691,1.713,1.706,3
18.225,16.512,14.86,13.348,1.713,1.652,0
16.61,14.896,13.183,11.185,1.714,1.713,4
18.251,16.537,14.993,13.557,1.714,1.544,0
17.265,15.55,13.982,12.333,1.715,1.568,4
17.308,15.593,14.024,12.487,1.715,1.569,4
18.024,16.309,14.806,13.223,1.715,1.503,4
18.413,16.698,14.969,13.245,1.715,1.729,4
18.415,16.7,14.867,13.281,1.715,1.833,0
18.27,16.555,15.066,13.645,1.715,1.489,4
